,music_names,labels,chroma_rms_mean,chroma_rms_var,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc_mean_1,mfcc_var_1,mfcc_mean_2,mfcc_var_2,mfcc_mean_3,mfcc_var_3,mfcc_mean_4,mfcc_var_4,mfcc_mean_5,mfcc_var_5,mfcc_mean_6,mfcc_var_6,mfcc_mean_7,mfcc_var_7,mfcc_mean_8,mfcc_var_8,mfcc_mean_9,mfcc_var_9,mfcc_mean_10,mfcc_var_10,mfcc_mean_11,mfcc_var_11,mfcc_mean_12,mfcc_var_12,mfcc_mean_13,mfcc_var_13,mfcc_mean_14,mfcc_var_14,mfcc_mean_15,mfcc_var_15,mfcc_mean_16,mfcc_var_16,mfcc_mean_17,mfcc_var_17,mfcc_mean_18,mfcc_var_18,mfcc_mean_19,mfcc_var_19,mfcc_mean_20,mfcc_var_20
109,Back and Forth - Silent Partner.mp3,Angry,0.23549701,0.0016205299,0.49671108,0.067163266,2488.6124121483463,214032.71290470066,2594.765124360861,80772.54181038939,5384.575773540296,1091121.0788931064,0.09975374298568111,0.001038669627467094,-2.9913008e-05,0.027857048,1.9135143e-05,0.012024089,161.4990234375,-6.882256,1630.6343,83.94598,309.0185,1.3748373,111.3681,43.22849,119.98361,1.124872,39.275585,1.0922993,22.063633,4.075745,37.664444,11.917664,39.803383,-0.3514627,37.25361,-2.4305005,28.883614,-9.10488,23.178171,4.5018973,35.01075,-9.330193,28.512283,-3.3354685,30.030205,-1.3442075,30.609097,7.2543325,27.84159,-6.103256,20.65129,4.149236,19.570044,-2.5578504,19.297428,-1.2454736,17.14534
110,Work Week - Topher Mohr and Alex Elena.mp3,Angry,0.20744401,0.0022778872,0.44150105,0.0892315,2022.9633561400728,349352.54843185993,2300.5890747603366,153943.18975480262,4454.681396484375,1579546.204773196,0.06306084316950464,0.0008417267303888015,7.382535e-07,0.025028368,0.0010584997,0.007611202,135.99917763157896,-63.636345,2111.1797,98.721954,670.16614,-6.2761993,346.13998,46.909885,91.042305,6.0550127,51.57023,13.258859,50.034683,1.2375044,48.43158,11.022042,37.539463,1.9338866,34.04621,7.9362097,50.380444,-1.7010899,27.896152,4.43653,24.93039,-2.7017868,22.969597,3.1045,16.75082,-5.8525534,20.341078,-3.1917543,26.136616,-5.705849,21.396996,-0.60813075,24.322691,-9.391658,25.263626,-3.0270963,21.592447
111,Busy Beat - Silent Partner.mp3,Angry,0.08187584,0.002655697,0.43970573,0.08963619,2075.1074532122693,153849.23918919766,2519.694266834757,85580.68350334138,4945.0034315741095,1225805.7570624254,0.07260009009771672,0.0006973231888222788,-7.132025e-06,0.0016460593,-5.8249134e-05,0.0046194335,129.19921875,-171.58614,4839.946,103.52542,260.80438,12.657793,485.6163,24.356022,160.77983,-2.3324275,91.83805,8.203267,84.333496,-6.0408716,65.0211,5.309862,61.13008,-13.323475,60.226044,-3.1016881,90.469055,-9.66764,34.337334,-0.3612018,23.458803,-10.091786,32.84233,-0.09331718,20.29497,-5.592537,27.220467,0.9303702,20.944687,-2.9160473,54.13436,1.8590233,24.95963,-4.259226,21.131258,1.997481,38.33534
112,Motocross - Topher Mohr and Alex Elena.mp3,Angry,0.24948771,0.00283699,0.44993353,0.08395752,2024.4609899802795,255537.11870574398,2329.5107075717156,206139.45280832137,4536.11423740446,1542261.8501257866,0.062008695336687306,0.0003826581196269008,5.4689335e-06,0.038145583,8.279055e-05,0.008403414,103.359375,-42.325027,2413.013,102.150444,792.8947,-9.749018,452.34128,45.625042,142.92397,10.305511,52.86418,11.126412,43.70028,3.0135677,35.388233,10.012068,23.945436,1.9233263,26.2599,7.30585,23.044868,-2.3010616,20.379,4.570652,22.628468,-2.562361,20.704294,1.2545482,20.810919,-3.057639,25.288622,-2.4755664,20.70324,0.4795098,30.216682,3.970366,19.557213,-11.633921,20.975393,-4.8549314,16.232695
113,Garage - Topher Mohr and Alex Elena.mp3,Angry,0.20536356,0.010062611,0.510044,0.0777052,1890.280295188782,430423.47577116126,1933.5650439615308,202257.51043107506,4101.691864297117,1481622.7713276534,0.09564152295375387,0.0032157396819492818,-3.995919e-06,0.020637969,-5.0301464e-06,0.01603293,89.10290948275862,-93.905655,2139.5725,110.895874,959.0918,-35.737537,799.30176,59.22759,274.54437,-1.9864086,182.26927,18.274355,82.81326,5.173765,83.58875,14.550685,71.96906,13.511199,62.767704,8.992727,39.70725,-4.6523995,30.347464,14.10435,34.727936,-5.1881804,22.425669,-2.8113368,33.992317,5.561739,45.892002,-9.887381,44.127148,4.955465,62.011524,3.9828851,27.792793,-8.751853,21.018389,-4.9268565,24.197239
114,Let Her In - Silent Partner.mp3,Angry,0.29968995,0.0022984163,0.5765106,0.058068406,2547.27943921725,74443.88962826136,2502.424608725484,55823.10938561552,5246.193276986987,459673.6799127058,0.10529074654121517,0.0007570058008538733,-1.6731043e-05,0.056317974,-0.0015750447,0.010115679,103.359375,25.863735,1012.245,79.04233,201.19746,-15.888129,187.59775,40.311527,77.39112,5.1431084,48.064697,10.344459,28.215775,1.4663302,45.255985,6.2841997,38.555374,3.6406832,22.273682,11.476439,28.335375,-0.056111813,22.25757,9.5447645,24.061398,-0.8630108,19.847652,0.6072875,17.903585,-8.219263,14.879066,-1.2973533,17.212782,-6.720388,16.231182,3.1117501,16.87982,-2.6140645,15.840844,-1.0311906,17.278475
115,Bensound-Actionable.mp3,Angry,0.18158491,0.0040911287,0.45032972,0.074447654,2489.776482533773,553842.256566796,2126.3795426034026,380646.99673753156,4818.154198614067,2569069.0200105077,0.13691980698529413,0.002716214837890747,-4.9317345e-07,0.017369356,-3.771667e-05,0.008880753,66.25600961538461,-48.40846,6804.799,90.96674,1628.2314,-43.62527,1497.335,33.441277,476.81012,-8.4927,424.79272,7.4558864,134.98349,-5.5686173,128.14308,14.349896,160.43137,3.2065616,78.35906,1.2943015,77.48921,-4.8651624,54.33041,-2.5664513,56.317856,-9.137276,85.73712,-3.9608102,45.03654,-9.693142,57.61658,-2.9543934,48.20475,-5.412467,52.144012,-3.1129484,48.94144,-4.3925676,34.82156,0.94145936,50.06156
116,Frantic - lemonmusicstudio.mp3,Angry,0.22147098,0.011435564,0.5533552,0.07558432,2788.7347330680227,306377.39350686,2381.0230755393045,97431.0613589404,5420.833887625774,1098802.9907815517,0.15557577883126936,0.0032156057483202984,-1.3466667e-06,0.026952198,6.527773e-05,0.01134295,129.19921875,-28.437191,11235.307,62.542713,419.0832,-30.726248,432.43277,37.86879,235.73578,8.075197,134.15079,15.61172,82.78213,0.084731065,105.16454,18.782791,47.65786,3.0086148,76.55024,1.8926008,44.83104,-1.8729706,36.28454,4.855957,45.555485,-5.113819,37.005955,-0.39861873,33.06949,-2.0965922,24.897854,0.33342406,45.89664,-6.6694064,62.83505,6.5798197,28.499304,-3.2325568,23.27414,-2.8305843,73.831696
117,Sport Extreme - Stock Studio.mp3,Angry,0.23252724,0.0083593875,0.5169773,0.06951762,2465.4364153259944,177335.37115016408,2280.8710711080103,113102.0276936172,4941.278454098539,701757.2027675232,0.12072678320917182,0.002404446802438971,7.412803e-06,0.03198601,0.0002348741,0.012260742,112.34714673913044,-19.483332,1110.0758,83.04524,392.75568,-23.01129,477.65857,56.490532,236.29504,-5.2799015,147.52661,3.811685,100.35114,-4.617258,73.714264,11.632533,60.46314,2.4157405,64.32401,7.443397,54.000153,3.5066545,42.85678,4.1129136,40.6752,-4.749601,26.532246,-3.4663777,33.49788,-9.899026,21.887905,1.3314197,22.570942,-6.9934,22.231106,1.5482533,19.469675,-2.509492,23.034986,-0.06433176,23.943121
118,Still Rise - Muzaproduction.mp3,Angry,0.20976818,0.009598291,0.48922986,0.07948965,2301.155159210796,725359.7093556505,2360.1600712324926,254006.02582410767,4957.903353570046,2183627.3700615615,0.0931653474506579,0.004233361890635739,-1.530035e-05,0.01973938,-0.0004756134,0.018209245,99.38401442307692,-73.19099,4438.309,88.03386,1013.6815,-7.009037,805.0681,48.871727,301.5688,-0.22032633,161.2723,14.509613,153.62662,-1.1146237,67.44275,11.676596,116.05595,7.0198,50.83959,8.338859,103.58339,2.5471158,34.4258,4.421478,56.9122,-4.069674,33.289536,-1.5132751,42.578396,-10.195199,68.25624,-2.3415828,49.303345,-6.73418,39.457462,-2.9753942,31.232235,-4.3821635,21.993488,-1.6788659,30.41354
119,Survival Metal - With Solo-109315.mp3,Angry,0.2759843,0.0009476068,0.5565532,0.05821738,2462.941884270808,132595.4846857403,2567.3505681950933,66245.97680517488,5201.793545466089,925778.1401780784,0.08827837775735294,0.0006612700270599103,1.091297e-05,0.050078355,-1.7163118e-05,0.008681562,80.74951171875,11.682986,465.37064,81.41886,178.85416,-8.153464,107.38752,35.86876,54.651737,12.224752,51.968243,7.4498973,31.16832,3.3470583,47.053764,6.555173,23.439325,0.8352401,22.992619,9.3466425,20.025074,0.43818116,18.388006,7.228963,23.378984,-0.5198823,23.807255,-0.080106,25.863167,-1.0915685,20.589493,6.676365,17.553064,-1.2291673,20.051071,3.008631,19.395243,-0.7634759,16.264616,3.4770932,17.258333
120,That's What It Takes (Clean) - NEFFEX.mp3,Happy,0.12328672,0.0064889034,0.3545936,0.09359173,2486.917119134966,2441820.5856021084,2344.3586851221285,870090.7117107754,5150.135524501741,8755339.85943969,0.11914969523993808,0.014384076608995086,1.7869013e-05,0.008462929,7.632776e-06,0.0076023554,107.666015625,-146.81158,9682.886,88.825836,2961.532,7.2889047,731.9932,-1.1096902,536.68506,-2.0202818,240.38884,-12.144994,376.3602,-7.743527,201.96062,-1.9275063,175.31726,-12.872761,145.14351,-2.411668,141.24947,-15.286007,132.22702,-7.646324,97.1218,-10.5794735,88.81079,-9.900909,98.57738,-10.587255,78.52867,-3.605759,77.73654,-8.247429,64.53503,-1.2939676,77.137505,-10.169631,53.441383,-4.719612,80.217964
121,How's It Supposed to Feel (Clean) - NEFFEX.mp3,Happy,0.24627912,0.019836264,0.42020756,0.08630381,2197.437422402043,515785.18072766054,2369.34484745039,117709.53404548056,4699.163251469379,1682328.8023003824,0.08372927450174149,0.005033264283622973,1.4138038e-06,0.05671383,0.00045050355,0.007921863,117.45383522727273,-104.592514,22510.037,81.387665,2785.464,-6.808786,530.2564,19.647902,398.4646,5.168265,260.48956,10.015117,240.5253,-2.457956,202.26526,1.3987074,200.431,-3.6020832,160.44832,7.273028,105.059166,-1.7466191,88.19198,6.280586,64.14327,1.1419355,76.364525,1.734248,74.1577,-2.986241,167.39153,6.2020674,75.9683,-0.23836742,116.15615,1.6087862,49.77913,-2.0178354,37.85768,4.583302,65.01023
122,Don't Wanna Let Myself Down (Instrumental) - NEFFEX.mp3,Happy,0.16223253,0.014919208,0.45547122,0.09224086,838.004961072508,1000700.9342837539,1068.299289288415,741775.2339940647,1592.3737044673956,4502508.746337679,0.031600715944272446,0.0009485286546042108,1.4626646e-07,0.025373919,-0.00010270405,0.007002925,73.828125,-243.24115,5230.5103,158.37923,1809.1052,48.399097,1098.4429,11.603188,281.13724,9.032415,149.8676,7.2547817,130.28308,1.0400133,120.10866,5.331065,52.668217,3.7240577,57.88241,1.8225191,98.347755,2.5734239,67.70305,6.694814,52.407875,1.6926993,70.202255,4.57678,46.38373,3.0729957,43.982536,-0.6660351,57.88672,-1.8041013,43.64448,0.27047303,26.452763,-1.1933241,42.250835,-4.501643,66.33329
123,We Bubbles - Freedom Trail Studio.mp3,Happy,0.08068676,0.0032763798,0.29430878,0.08487515,1418.2154625699193,190948.5504926647,1522.535459554093,184232.32028426728,2428.235316793247,1207916.880906253,0.08414537175890092,0.0010468235581835893,4.905817e-06,0.0072906213,1.3993393e-05,0.00075133686,53.8330078125,-228.77646,9512.568,156.92038,1627.6693,-36.038395,706.28284,-0.078574166,551.29285,-1.8755559,267.78503,1.7647666,65.974,-7.2977443,75.56942,-4.959402,141.04156,0.06571549,75.18446,-1.2538705,63.182095,-10.171807,107.7098,-5.081907,72.65972,-1.6446579,168.16533,-2.840931,48.454674,-9.511004,90.36177,-1.3609542,112.5014,1.2799864,144.17073,2.8144245,58.17317,6.999225,127.02579,7.524196,70.20932
124,Dusty Rhymes - Freedom Trail Studio.mp3,Happy,0.18427765,0.0045060385,0.38463685,0.082010865,1919.8651323196111,861111.5520945046,2300.0282758530434,417406.68133913685,4300.665661129789,4548101.993763197,0.07611820941369969,0.003386957430099344,-5.0329213e-06,0.02557554,7.345716e-07,0.004327616,92.28515625,-101.44633,9274.444,113.99792,1770.5072,10.497332,317.06558,24.645004,108.78654,1.4665115,51.03714,13.766281,55.24856,2.8578312,42.517513,8.734979,42.050888,-4.7943964,50.812126,1.6794931,37.107822,-1.8628368,41.90683,5.131142,45.95558,-6.8463855,38.887608,-1.7088035,45.346718,-5.970553,46.98116,0.44970712,40.568966,-5.7041717,34.920506,-1.2766361,40.867546,-3.3164456,41.942944,4.4224777,63.31995
125,Modern Attempt - TrackTribe.mp3,Happy,0.09286735,0.0030466234,0.38439646,0.102689296,2009.2784517096088,802842.9264705034,2823.584903677813,382392.8179713226,5170.527067863535,5942524.665501518,0.0384408106375774,0.001313525189815581,-6.752673e-06,0.010235954,-1.0492515e-05,0.00034620316,151.99908088235293,-259.7701,3277.3503,84.107574,597.2702,40.698517,216.02078,22.74124,176.59413,19.428299,97.11271,11.999845,74.296974,10.578983,49.325245,5.5361843,40.35897,3.3244643,44.065754,9.174033,52.923817,5.607957,68.28578,10.956973,94.57945,5.4888096,112.98302,7.120187,83.67458,2.90239,78.48512,3.5257258,67.57221,1.4933178,82.82618,5.395015,74.2438,-3.8404438,92.20809,3.279353,87.69031
126,By the Fireplace - TrackTribe.mp3,Happy,0.060565613,0.0034664427,0.3931869,0.099959485,1696.1637715574634,1240443.675155817,2432.3929341078697,495775.16545564594,3796.48537650566,7965417.376672163,0.04415997484520124,0.0059435405028164705,2.8638808e-06,0.006537601,-1.5497293e-05,0.00012283007,71.77734375,-338.28323,2235.907,100.12812,1600.7245,37.306705,253.56519,22.34915,106.70546,18.119307,55.867867,13.648611,71.75733,12.494494,63.113537,10.497382,54.499577,4.5090938,54.197205,5.1407127,56.853207,1.5476761,48.291954,4.00647,61.39886,3.0079432,73.355804,8.199219,62.81655,5.3076277,64.31319,6.7885547,83.57236,3.9851637,77.2369,6.0799885,79.65162,0.5225679,92.4544,-0.8428782,67.39511
127,I Just Wanna Be Great - NEFFEX.mp3,Happy,0.2964111,0.03252343,0.488085,0.08927892,2272.1316346911244,906145.780672085,2183.5298308809793,231309.4139247317,4367.315258108794,3093486.052765785,0.11499174608165634,0.006159059954799753,1.2785147e-06,0.06192875,-0.0010575996,0.02825893,143.5546875,-48.679802,9321.442,85.878296,1017.99884,-31.870985,808.48724,14.96916,671.04346,-0.70863175,280.1599,8.918663,334.56943,5.3323565,200.2214,9.750832,76.252846,1.2579833,125.48394,8.623535,71.18295,1.340209,75.21372,6.1563163,65.939445,4.2855034,85.85198,5.146821,60.94732,-3.6856625,51.528748,0.41757977,49.763348,-3.495935,51.477077,3.9978397,59.691975,1.598531,54.98324,7.9073157,84.71877
128,Inspired - NEFFEX.mp3,Happy,0.28558075,0.021139162,0.47183916,0.08882538,1829.3141171070415,1391099.1533594904,2213.5081505123885,1025415.377535938,4037.34225341041,8065860.947834201,0.046169032991486066,0.0008117066092960495,4.682827e-05,0.077026546,0.0004503846,0.011584152,151.99908088235293,-117.35483,12601.576,110.297966,1869.0483,21.282429,752.58844,7.992635,373.6078,17.50107,295.78207,12.755389,176.01865,5.8947845,158.43065,12.133823,150.97958,-0.79525757,104.53978,5.4064603,242.32474,0.93234015,105.884796,6.0585694,74.12055,1.6131694,69.10216,3.0604563,102.18386,0.8856611,64.36557,3.9242756,58.482502,-3.0319307,46.68738,3.5643835,71.18634,-1.4967057,43.66871,2.556297,122.31688
129,Dreaming On - NEFFEX.mp3,Happy,0.26697728,0.015406916,0.40648502,0.095271535,2226.4249089749337,826655.1000220351,2530.170985322554,314767.15685751056,4920.786911341428,4037511.6210137936,0.08132225957817338,0.0025417476292305687,2.1746424e-05,0.036570683,-0.000252467,0.028287973,151.99908088235293,-58.599674,6084.655,92.41349,981.9507,0.8977529,557.6133,23.915703,395.08258,14.9711895,241.96413,5.483675,174.32797,4.0986223,206.64764,10.635706,131.41699,2.5555441,67.753204,4.3494835,82.21635,-2.456813,103.17918,3.6059291,60.77047,-2.9005933,77.92514,-2.6280906,60.856117,-6.0554037,52.77844,0.9726789,54.388226,-5.35796,63.168343,2.3019843,69.73775,-4.4350767,59.297928,-2.4414036,63.5789
130,Something You Could Never Own - NEFFEX.mp3,Happy,0.2744974,0.013303537,0.43882906,0.083324894,1889.3369728440682,531416.8693747139,2267.8028501607414,359517.2934662933,4286.215748506434,3130193.842163815,0.06004196497678019,0.0009731202859162525,4.1930616e-06,0.053864703,-0.00017527955,0.011847307,151.99908088235293,-57.63109,3980.1216,110.49168,733.8457,-8.261724,646.8916,35.58718,576.1636,5.8125615,225.81883,9.1926985,57.933376,7.017051,56.558563,16.777428,60.612247,5.819372,56.08009,4.860539,146.2848,2.072209,39.564957,2.967007,47.807392,4.2565856,35.480167,1.2175884,55.406094,-6.8967514,88.654274,1.7584215,70.44373,-6.8314834,75.818016,4.2651806,65.56558,-2.878525,42.122116,0.6414725,55.37655
131,A Year Ago - NEFFEX.mp3,Happy,0.14891008,0.0032046104,0.34364638,0.09537829,1937.222276698536,1153758.963958747,2273.36723563224,406772.709317191,4053.5338221688758,4789606.873615986,0.07048256699883901,0.003906846280115283,2.5152897e-06,0.018162666,-2.8458971e-06,0.0034906312,184.5703125,-146.76373,6593.243,105.11746,1754.5437,1.3286787,438.04373,27.593527,496.73816,10.108411,275.97424,-2.7294295,202.26985,-1.3526103,198.16211,2.2946868,150.25024,-5.574456,151.32274,6.2374306,89.87372,-7.248966,88.994194,-0.84901434,70.82359,-5.0847216,94.481445,-4.150192,77.93388,-5.448401,77.94536,-0.60811573,67.77668,-15.464203,92.43731,1.4488896,73.17169,-7.2731395,68.57451,-8.705535,51.12364
132,First Of 3 - Jeremy Black.mp3,Happy,0.11931132,0.0030887816,0.4210653,0.09843872,1263.2482535911117,1309789.924750178,1431.9976890584437,789737.3497653399,2506.668175853812,5684987.997936146,0.04949100836880805,0.0035481328926709483,1.4706882e-05,0.0051101907,3.5343544e-07,0.006500557,161.4990234375,-251.87326,11162.453,141.20718,4307.384,22.23765,1120.7507,49.30441,1135.6719,8.601699,200.16135,2.6085,214.27492,16.45844,177.45389,5.413334,73.48911,-8.60057,70.87882,6.0134354,37.80549,5.4565287,49.684708,-3.5716178,40.133636,2.5851266,23.469946,5.060525,40.170994,0.5936772,61.723408,2.5500484,57.824837,2.61599,41.244164,-0.61743534,22.617039,-4.8265376,33.14987,0.16740979,29.362629
133,Night Run Away - An Jone.mp3,Happy,0.21524657,0.013061887,0.42950907,0.09600378,2004.3543310158893,1618144.6309271508,2436.2875964007535,913153.7868498075,4650.638544891641,8280437.573350916,0.05103899598490712,0.001745884262907251,1.7991329e-06,0.029284831,9.762361e-05,0.014349439,129.19921875,-173.48161,8080.803,91.117455,2170.465,48.15194,1390.542,36.977676,440.04977,18.98893,147.19931,20.156466,127.774414,2.879365,151.30873,12.277262,182.32576,3.77621,65.257286,14.361706,73.0001,6.580256,105.68326,10.969666,105.01707,2.7862253,123.00051,3.6372657,84.25786,-0.2567838,88.250244,0.5979655,69.36765,-4.974032,56.33004,-2.1795404,66.17102,-3.636085,65.2642,-0.85524994,73.73212
134,Chocolate Cookie Jam - An Jone.mp3,Happy,0.18836293,0.0055943825,0.37431654,0.089673415,1789.5691779860401,610630.1881799,2016.4220696717061,318119.613325735,3683.67772530476,2785296.425285304,0.07605774114744582,0.0032501965131310736,-7.10253e-06,0.023989774,-4.5270448e-05,0.0069235247,99.38401442307692,-109.55884,6652.074,112.29479,1485.5106,-8.664111,1021.7764,36.323204,266.76215,0.553392,241.88844,6.756616,188.18129,-0.65016407,114.74561,3.0106342,146.1075,-5.040041,86.575424,2.0345638,89.97792,-5.8592186,85.69988,-2.034805,58.43258,-11.48691,62.774235,-5.5887885,95.618774,-12.992309,53.10912,-5.617864,57.38246,-9.274532,46.89014,2.922985,67.144615,-2.3800697,61.262455,-1.3614395,71.81279
135,Bonfire - An Jone.mp3,Happy,0.09833424,0.011600823,0.43831643,0.09115536,1135.6846074312616,872854.5705620167,1306.0293862480385,417419.42374654417,2148.678673900687,3126725.5424419427,0.053062415344427245,0.003524111678077925,8.927891e-07,0.0058461432,0.00010811538,0.0105999075,135.99917763157896,-291.59464,9904.737,120.7122,2915.4788,14.117175,1759.5632,31.193384,965.9031,15.007249,432.96033,11.226744,255.86517,10.645394,155.94061,7.239501,106.8832,-0.27074677,90.07731,-0.60882473,83.15891,0.14833003,55.205536,-0.6428362,65.03692,-4.541427,76.18341,-0.5069803,55.153107,-0.8167852,73.86335,-4.5777707,69.07612,-6.080006,54.606037,-0.8440113,34.2566,2.1526995,40.63064,4.325872,75.33164
136,Meet & Fun! - Ofshane.mp3,Happy,0.17602524,0.012783104,0.44101876,0.087383166,2381.572270844445,792478.4094561768,2448.7348246166193,208414.7959727046,5038.39453351756,3291849.0915879947,0.10639655996033281,0.005682706116886154,1.3183177e-06,0.018914016,0.00034919108,0.012706615,117.45383522727273,-90.39115,3418.148,86.169266,1446.6387,-7.6894326,491.37424,24.56327,175.71269,1.3022033,154.8804,11.199129,124.98215,-1.5217165,154.76628,1.0439514,95.04787,-6.115462,89.06657,3.930059,79.05179,-6.828869,87.53914,2.4719625,78.5088,0.73540455,104.58666,4.560544,74.18304,-3.361848,69.29876,3.1917646,73.12154,-5.6520247,45.514,-1.5251794,39.426693,-5.3894014,45.42133,4.2849207,113.72596
137,Sunny Travel - Nico Staf.mp3,Happy,0.10868524,0.001173681,0.3406936,0.07946374,1352.3475311523946,488983.0106091064,1564.254624384873,372654.2264677467,2744.9250684803114,2962114.4104321734,0.059125870743034055,0.001078451304454058,2.2416732e-06,0.00823702,-6.810488e-07,0.0016979371,135.99917763157896,-171.02924,5809.306,155.54585,1847.9583,-26.717815,474.8807,30.395979,263.59555,1.208077,120.82542,3.907335,62.087383,-7.6493716,61.969112,-0.7867551,59.031708,-8.813804,37.257473,-6.187654,47.280136,-9.810585,49.550125,-8.074533,62.75342,-14.690614,29.617592,-10.807123,38.265316,-11.727187,37.19951,-9.156652,28.758604,-10.585312,30.661201,-3.9870024,29.35949,-8.267244,35.76891,-10.654725,32.93685
138,Sweet Relief - Zachariah Hickman.mp3,Happy,0.18432263,0.00822967,0.38198185,0.092825755,2443.3805405706703,1901001.124393186,2360.9855373996447,109386.60381183847,4947.320084232295,3514633.271247272,0.12390023340750773,0.021875334550543475,-9.856282e-06,0.028106738,-2.1547308e-05,0.006960952,112.34714673913044,-113.30384,12201.076,77.56866,5182.488,1.1868877,257.44382,23.307638,110.46594,-2.8087554,60.494995,11.458313,67.08432,-4.8996067,57.01866,8.533241,50.96314,-7.967635,52.718266,4.0959315,61.070972,-4.8994355,49.690125,3.5834837,43.696648,-4.998549,48.98822,0.68913096,40.457783,-6.8558226,64.35396,-4.052107,64.30654,-7.7995777,58.598442,-2.863094,44.22811,-2.750209,40.37876,6.2803054,41.82707
139,All the Fixings - Zachariah Hickman.mp3,Happy,0.21147113,0.0074733254,0.37640092,0.08218708,2163.168636240111,346874.6907778056,2513.8550279505694,85571.70892332049,4947.061752461059,1461414.7206495833,0.076603467250387,0.0012085442545132221,-2.6009466e-06,0.029362703,-7.105467e-05,0.00993355,99.38401442307692,-64.51031,3331.1814,92.34873,403.87796,6.2541623,84.2102,35.57397,77.78634,5.3477244,60.2311,13.876875,38.337914,-0.6078675,39.11346,9.434092,52.38776,-3.109465,53.02394,4.050135,46.07467,-2.8867784,43.160282,4.023649,45.34608,-4.3907695,35.20194,0.14744365,38.34246,-4.5919776,39.977634,0.032964654,35.562645,-4.2091174,30.076708,2.3192835,38.044693,-2.6047387,31.027876,4.540596,32.66609
140,King Porter Stomp - Joel Cummins.mp3,Happy,0.11440432,0.0015595393,0.27181715,0.08271072,954.6195784681257,19085.93421880147,1092.2368205970513,27627.60954576703,1653.6900003628095,74797.77374678891,0.05261910736745356,0.00011429199848123494,8.386567e-08,0.011966407,-3.0618066e-06,0.00059648196,135.99917763157896,-207.27124,1808.5271,181.3845,241.3543,-38.429134,77.57085,16.564302,114.70391,-14.201102,79.5513,-7.095862,78.521706,-19.283125,65.80065,-14.943352,39.049522,-10.475583,57.75208,-8.797977,68.30622,-11.628242,52.998398,-12.624743,65.13796,-13.068734,62.920242,-12.365772,70.58035,-13.743239,58.867344,-11.005611,49.356243,-10.555602,64.765724,-8.954253,35.171093,-6.6016192,46.405754,-5.12229,58.32329
141,Pine Street - Reed Mathis.mp3,Happy,0.11913788,0.0033789272,0.31685245,0.08709418,855.192336583443,78189.13468496162,1322.086448674829,55382.79960099488,1541.2740134602361,549442.1643433796,0.031021354368227554,0.000272034435987548,2.7446156e-06,0.012901759,5.0116632e-05,0.0014162281,112.34714673913044,-234.57416,2675.446,165.65654,356.95624,2.272778,620.24524,39.217915,153.54393,3.2655435,151.4122,9.264876,133.41672,1.3958501,80.120865,-4.0393095,64.657295,0.8243487,79.7248,4.8058,101.895424,5.776872,86.63986,-2.6457338,85.85204,-7.6654043,66.84804,-3.8947423,60.93681,0.8941027,56.78345,-5.3804607,45.0312,-3.3903008,44.177143,1.561303,48.608944,-2.8060246,37.63059,-0.5177857,47.73352
142,Sonatina No 2 in F Major Allegro - Joel Cummins.mp3,Happy,0.077484645,0.0013961812,0.22313058,0.08585913,924.6114866460185,32500.309998139415,1037.4524730084859,37170.030098595715,1555.6155934053309,106261.65232732227,0.05233830785603715,0.00026921958737045697,1.3313884e-07,0.006372663,-8.027822e-07,0.0001833555,103.359375,-275.20264,2259.3042,170.98517,284.51868,-26.762613,137.66774,6.0536118,94.03167,-8.862473,132.89902,-15.714324,62.25826,-16.798628,58.7011,-15.478357,70.99128,-11.091655,77.05126,-5.7955246,115.506386,-8.808952,111.84875,-12.869567,126.40105,-13.367138,119.77371,-13.423686,110.36068,-11.597535,113.30989,-9.256191,110.369255,-8.374432,91.2301,-5.245193,77.52016,-5.7010064,91.63126,-6.181263,69.69153
143,Communicator - Reed Mathis.mp3,Happy,0.078211546,0.0003583275,0.2673203,0.087795705,850.1270168455297,32564.66434638766,1092.0256641447086,23590.775947806644,1708.2313372254741,288322.6277472664,0.0432298973248839,0.00021027364093499632,3.869083e-06,0.005683749,-1.5397425e-05,0.00023480838,161.4990234375,-275.5253,1246.9655,168.83334,262.1668,-17.060354,271.70966,57.950275,193.7931,4.6689754,192.47334,-1.7054602,76.07105,5.1521645,66.00211,-10.407603,59.152454,3.1604128,70.71422,-12.35116,71.724686,-2.2221465,70.70458,0.8141604,47.964554,-11.750213,35.171577,-6.332571,52.67454,-7.902064,50.6871,-8.576647,46.31426,-11.098176,51.803383,-13.769059,70.32446,-12.135773,67.70543,-9.055821,58.151714
