,music_names,labels,chroma_rms_mean,chroma_rms_var,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc_mean_1,mfcc_var_1,mfcc_mean_2,mfcc_var_2,mfcc_mean_3,mfcc_var_3,mfcc_mean_4,mfcc_var_4,mfcc_mean_5,mfcc_var_5,mfcc_mean_6,mfcc_var_6,mfcc_mean_7,mfcc_var_7,mfcc_mean_8,mfcc_var_8,mfcc_mean_9,mfcc_var_9,mfcc_mean_10,mfcc_var_10,mfcc_mean_11,mfcc_var_11,mfcc_mean_12,mfcc_var_12,mfcc_mean_13,mfcc_var_13,mfcc_mean_14,mfcc_var_14,mfcc_mean_15,mfcc_var_15,mfcc_mean_16,mfcc_var_16,mfcc_mean_17,mfcc_var_17,mfcc_mean_18,mfcc_var_18,mfcc_mean_19,mfcc_var_19,mfcc_mean_20,mfcc_var_20
0,Tell Me That I Can't (Clean) - NEFFEX.mp3,Angry,0.33617002,0.030709388,0.5041312,0.08468127,2118.4281003619953,975642.2004337144,2458.834163132465,458768.52742817084,4689.821641290151,5642526.838673564,0.06877169299051858,0.0026651598222256004,-0.00025664316,0.06600185,-0.0005866146,0.040596,92.28515625,-46.81357,7079.514,107.154,1237.2899,4.408359,948.31366,6.6686287,257.06506,7.9525476,234.45811,4.1309843,135.42596,0.78112966,123.65542,10.04594,131.02142,-4.494266,100.49729,7.799704,100.27485,-1.1328977,72.01242,7.260375,75.99882,1.4105352,48.413208,5.3601127,55.607662,-1.3546999,40.92879,4.1364264,44.90621,-0.06539265,43.347076,2.6550899,49.822586,-3.5874264,39.15962,-0.36236373,44.010452
1,It's Only Worth It If You Work For It (Clean) - NEFFEX.mp3,Angry,0.22999558,0.01178692,0.38238966,0.09631659,1986.5435654902044,988403.8323313695,2333.3052303845657,440951.150292523,4103.125188963332,5342773.106601918,0.06564132643188854,0.0020405694935605617,-4.3774282e-05,0.043378543,-0.00018938941,0.009588229,86.1328125,-96.75817,5368.8555,108.54622,1714.5284,5.2377515,715.77264,22.326096,598.6215,18.148344,262.699,-6.667978,286.32153,-0.49412352,175.0011,12.532005,147.71811,-5.68603,204.25026,7.2973723,116.93673,-5.6141315,117.224014,-2.5361598,109.835526,-5.092009,89.71043,-2.335804,83.35869,-7.778099,64.05876,-1.1041815,53.218056,-9.090735,58.107212,-4.0728283,67.38003,-9.011088,55.313988,-6.3836675,83.276054
2,Statement (Clean) - NEFFEX.mp3,Angry,0.25462806,0.014234875,0.4354608,0.08656157,2186.2804811922647,775423.9444127388,2490.128771775785,398108.44340422086,4934.761826837026,4207436.105917911,0.07141869134578173,0.0018555866934571248,1.6343183e-05,0.039406154,-0.00022934216,0.015270645,95.703125,-55.21226,8532.939,100.54626,1409.1887,8.644094,314.46915,24.967285,170.71281,7.9148684,141.22403,11.3389015,89.560646,-2.3029583,83.08915,10.834106,72.81823,5.130857,54.616257,4.089774,73.86068,2.1534348,45.682037,10.038732,51.310524,0.5331729,43.223305,4.028491,37.707756,3.0615578,35.326565,1.8956233,31.03313,-6.536465,38.98559,0.90142787,35.720013,-3.552503,30.856724,-3.0574286,32.160133
3,No Turning Back (Clean) - NEFFEX.mp3,Angry,0.1944012,0.017006325,0.35777757,0.10419339,1768.1574610936514,1897606.4886469953,2050.1208202205903,832653.3441771893,3579.6950207406153,7649183.852305998,0.06408048930921052,0.0070277673036166005,3.393736e-05,0.028971596,-0.00019118762,0.018845169,117.45383522727273,-179.8361,14965.941,102.82831,2404.848,16.45046,1117.4209,24.010141,635.12286,23.70081,306.91693,0.6202735,360.71835,1.8857276,134.43881,3.3496425,162.80786,-2.9385781,146.43494,3.0312185,130.86844,-4.3106027,92.38253,1.1680243,81.024414,-3.6694121,71.03607,-0.58825475,73.00098,-2.3315723,61.669346,-0.41721573,66.67259,-10.211936,80.4955,-5.4956174,131.98618,-7.060772,68.88149,-1.8431147,63.655922
4,No Turning Back (Instrumental) - NEFFEX.mp3,Angry,0.17212164,0.01936675,0.3217832,0.11169358,795.1017786131564,338272.59687702503,1067.885933325126,307772.6835005694,1568.9905125290247,1916282.0004953078,0.0268781443498452,0.0005619808641421705,-5.8279278e-05,0.028195655,-0.00018071487,0.016139178,117.45383522727273,-279.86816,11787.638,116.79032,1250.8525,14.04741,1419.1318,40.96964,286.8626,31.280098,122.9959,11.4976845,173.59462,4.6399326,85.694756,2.0676894,122.93922,2.8969786,60.224,1.4537935,79.9872,0.936626,38.476143,2.8893425,48.11557,-3.4461799,51.215942,-0.14649269,48.551094,2.0980625,44.916283,-1.4466174,66.5323,-8.476983,83.030464,-10.983328,101.89164,-3.8651738,68.95527,-2.467369,56.11706
5,Free Me - NEFFEX.mp3,Angry,0.25600767,0.020032644,0.36908928,0.09617762,2182.2674139135042,991240.0548486398,2369.4059410957516,348735.5206051265,4566.18905554615,4082909.9347551274,0.08309511355940402,0.0041613319892478086,1.2268513e-05,0.06209399,-0.00057725835,0.009115243,151.99908088235293,-97.96933,11259.077,86.39189,1495.848,-6.6862984,1124.5698,26.715067,441.69925,17.114918,453.26413,2.1537569,234.56485,2.4362574,169.88557,6.361223,179.21771,-0.57000697,206.15364,-0.67282706,220.38141,-6.9411283,112.232346,0.6857562,72.40193,-4.096474,82.60645,0.2949438,141.27554,-1.9648666,86.03495,6.1260934,56.5279,-7.571126,96.57192,-3.0321283,201.16849,-6.619907,73.71429,-1.4763231,94.62042
6,Electro Fight - Kwon.mp3,Angry,0.19608022,0.015476858,0.5772128,0.06918189,1775.0611524687029,938884.2207271684,2040.2552489744655,365848.0460455391,3739.1190567252806,4462437.527546722,0.06921726852747678,0.0027250386774182876,-2.4366389e-06,0.0053458437,-2.0029236e-06,0.039646603,123.046875,-140.56369,10693.723,102.37326,1707.1283,-1.500744,869.7955,32.354324,401.98062,-7.5870366,532.541,5.8545246,296.14157,-9.085105,312.30032,3.2240314,224.35376,-3.9626355,215.56049,0.9801967,192.54947,-1.9322858,153.16397,0.40949252,142.68085,-5.0916862,128.93082,-2.677392,100.973816,-8.02443,117.24033,-2.1424751,56.34657,-2.9923782,64.494705,4.6876163,36.247246,2.4552977,40.122173,3.968861,32.947968
7,Tuff Data - Vans in Japan.mp3,Angry,0.24290754,0.012911108,0.38010743,0.082965136,2426.7774500051273,544068.0588197523,2744.4660524095193,49187.782619727404,5685.873951631434,1547034.4101853548,0.06825657894736842,0.003026835456507513,4.8131307e-05,0.04081102,0.00067423313,0.015431105,75.99954044117646,-58.339264,1475.9572,80.64137,704.05536,12.899202,164.4962,23.761154,135.69592,1.3386228,66.76179,12.357412,71.1374,0.11157293,80.246605,6.2095475,86.35793,-2.0397856,74.29415,5.106253,53.88237,-1.4797144,45.50933,3.7480526,45.968357,-2.0454943,59.713757,3.1553383,63.389862,-1.7333819,53.446003,2.7620547,36.68291,-3.2189627,35.91704,3.5438826,37.945038,-2.1215615,39.962658,2.1918647,29.105423
8,Grey Flannel - Vans in Japan.mp3,Angry,0.20781519,0.013898701,0.50863624,0.078312784,2336.386368473766,213846.22346768132,2594.149795152126,33465.600731890045,5304.926255170037,800388.279946657,0.08474929856811146,0.0009560281048510826,1.497091e-05,0.017690044,0.0005097938,0.019603213,83.35433467741936,-45.19969,2187.3628,92.39044,224.78955,-0.96728176,133.88326,19.384865,164.69952,-2.9971323,80.906044,8.918535,87.60067,-3.562627,74.12424,4.00147,61.9481,-4.427924,47.05539,3.4816682,31.618464,-1.0683731,32.754044,4.9459977,34.171783,-1.5919093,33.662468,1.9748154,27.259455,-2.4885094,27.971876,4.610967,27.473303,-1.9890786,25.486105,3.475265,22.192255,-3.1033595,22.111439,0.8431219,18.605625
9,Raging Streets - SefChol.mp3,Angry,0.21420567,0.005534619,0.35131153,0.09443456,1737.0388672087113,278842.10102915415,2382.041743007725,93702.73864259708,4063.942092564822,1500100.5148066485,0.04001676482681889,0.0018868882415699804,3.077686e-05,0.043783516,3.7002956e-05,0.0024127518,117.45383522727273,-105.952896,7029.1763,109.66972,592.1417,9.651465,172.22682,26.262959,63.95017,10.9302435,57.05199,16.19957,50.17308,0.5899771,49.990883,9.648647,32.927944,0.73266023,29.576689,6.641639,30.930138,-1.00881,21.853252,5.37661,30.127522,-0.35851425,21.320814,5.953209,18.565111,-0.619192,22.268112,4.2719336,19.12827,-3.2035663,24.846205,1.7285262,21.465136,-4.921518,23.71709,0.3832337,26.608816
10,Tropical Thunder - RKVC.mp3,Angry,0.19645488,0.0053700255,0.47921994,0.08369281,2677.845582933159,682929.7177836606,2438.1001406725995,112143.68738988775,5340.667705713042,1387493.2349857297,0.11163046633126934,0.005625177951044131,2.7592833e-07,0.024969134,-1.6045152e-06,0.007504615,112.34714673913044,-71.97981,3108.737,59.492138,1061.8291,-7.0668864,321.10687,67.17588,147.93767,8.435695,47.125042,23.459059,37.63391,7.0002084,41.282806,9.377029,34.1792,2.9176924,39.82358,9.528984,26.903595,1.7956772,28.04436,5.7384453,40.790356,-1.6370269,22.942305,1.2866837,22.3803,-5.377909,25.668161,1.4728775,23.8458,-6.2613945,22.599926,0.05058209,23.205606,-2.144202,28.879667,1.9273746,22.408264
11,Pressure Cooker - Jeremy Korpas.mp3,Angry,0.20581874,0.0015467907,0.48916367,0.060741846,2089.5886608603187,99274.74300337564,1908.0897018031085,80186.43614420993,3823.1602152065598,395040.59497269115,0.1334175605892028,0.000870398526276083,3.597406e-05,0.018253056,0.00254607,0.00978757,99.38401442307692,-19.451363,985.5413,111.837296,377.71835,-46.019085,379.93958,47.250515,150.07031,0.18850094,75.89701,2.9092221,41.035187,-0.1417564,27.324581,15.559069,36.943336,-2.6269686,21.011503,-0.122839205,23.364702,1.5761836,17.340416,5.888059,20.422728,-11.541105,14.524812,5.727272,17.515053,1.1936413,16.971619,5.6123953,22.632168,-5.2195234,17.856127,0.22558686,19.440826,7.670073,19.109314,2.546339,17.866356
12,Sharp - Jeremy Korpas.mp3,Angry,0.15400133,0.0036191419,0.40832892,0.079927444,2804.9288044708715,239645.39772506067,2318.888688549173,76676.87040282415,5226.510062675358,744000.5002204312,0.17554202242163314,0.00228728577618168,-9.375429e-06,0.014971576,-0.000109051034,0.0046566166,92.28515625,-51.09783,3318.3374,67.71492,455.15237,-23.691036,243.28798,51.72862,176.48303,-7.591532,72.871635,8.64712,68.877045,-1.8005677,51.425938,2.2627745,67.41407,4.1431894,59.95019,6.02889,34.14939,-2.4173872,74.20749,5.166349,54.287285,-2.9165006,37.774727,2.6971097,64.255615,-7.4493017,28.28819,3.3210714,22.91876,-4.0805216,22.053442,-0.29091355,31.477549,-5.536449,37.96914,-1.182121,53.62852
13,Traversing - Godmode.mp3,Angry,0.14234592,0.004610018,0.39455515,0.08784051,308.87895116673076,6286.649694898351,459.2869750355047,15826.105560836968,470.9721520958301,20205.038631163632,0.020828672237809598,7.751133871690482e-05,-2.620955e-06,0.017722571,-5.2132805e-06,0.0025119614,0.0,-374.97043,1725.1906,187.92075,1549.2922,114.268,307.65857,42.49104,914.92645,1.5665816,562.1351,-9.682802,243.81462,-7.8254037,191.6908,-4.8601723,133.57703,-3.329752,97.68975,-2.3493667,46.566055,-1.7878625,29.336445,-1.7570271,24.271627,-1.9024597,21.918465,-2.0507066,20.905764,-2.3736684,20.132938,-2.8066447,17.885897,-3.0350075,14.956286,-3.0104191,14.171446,-2.9674091,13.892198,-2.9909835,12.613692
14,Twin Engines - Jeremy Korpas.mp3,Angry,0.18421188,0.0018170638,0.4868828,0.06696167,2497.883423959972,143124.87570896343,2330.9791256431054,79040.58671619667,4997.769779169892,685048.5518518755,0.13937859786184212,0.0015449533929493835,-2.24737e-07,0.014365236,-9.88825e-05,0.00789926,103.359375,-14.970709,2551.2666,83.78896,275.9975,-23.743168,386.46964,41.005127,93.63922,0.03997486,49.21826,16.259384,44.578323,2.7343955,35.736256,5.107408,39.415035,-4.220755,31.384178,6.577049,20.618904,0.5396587,25.878632,5.4143405,19.018427,-7.902563,24.625563,0.55952024,21.482073,-8.329918,17.50892,5.419883,20.912237,-2.8702204,19.357237,0.48887601,17.40083,-2.4096482,17.782738,0.78316534,15.929536
15,Press Fuse - French Fuse.mp3,Angry,0.1544865,0.011303528,0.38103896,0.09741064,1662.666850546335,823416.3477397384,2021.2173282414656,999435.1100268264,3842.226766580399,5773317.286369339,0.04821437209752322,0.0009151340430193459,8.2611695e-07,0.023381287,0.00045428923,0.004929216,123.046875,-175.75348,19412.164,114.51031,1481.0819,20.43054,556.1817,12.308879,363.35678,6.1605706,108.08429,9.466205,138.68317,-3.6405017,98.35005,2.3568563,101.315895,-4.2335405,78.98933,2.074959,93.248,-2.8982637,67.77681,0.7830871,81.41699,-3.8529408,43.55202,-0.5130192,59.441936,-4.9859624,44.405384,-1.575235,51.154568,-5.480479,36.92436,-1.5103447,48.53093,-2.5791726,40.10514,2.4224057,62.63124
16,Free Me (Instrumental) - NEFFEX.mp3,Angry,0.20292073,0.021766506,0.44167536,0.09375373,1126.5704149995775,623425.9553279823,1202.7339535541455,194303.82183432634,2211.9032915900734,2219523.871215564,0.053429004208591334,0.002806706557713411,1.6485285e-05,0.0524001,-0.00014744795,0.0035961745,151.99908088235293,-220.96585,5030.103,129.28484,2783.019,-17.768166,1449.1945,47.149963,441.5591,11.426698,386.61957,9.094881,151.66136,14.464973,114.50167,8.347858,135.73596,18.454197,114.81178,-11.31357,105.5807,-6.235829,84.4243,7.555359,64.91029,-2.9717739,104.58099,-5.359046,86.0685,-0.15721627,110.25711,9.610466,87.10226,-6.9971876,91.77639,-14.6669,130.38268,-3.4840205,109.43629,-6.277302,88.82814
17,Tell Me That I Can't - NEFFEX.mp3,Angry,0.33656323,0.030637518,0.5038061,0.08485987,2129.484334338856,986647.4255883486,2466.3652743889925,460689.07337310264,4717.2881418706465,5684698.4447712675,0.07001242622871517,0.0027789486536742786,-0.00022218801,0.066178456,-0.00075630035,0.039948255,92.28515625,-46.012077,7121.308,106.80328,1255.6921,4.611965,925.2142,6.877993,251.06361,8.11587,233.95032,4.127205,134.41512,0.80485344,125.767365,9.988239,129.23314,-4.4997897,101.79458,7.8053603,95.54996,-1.1900889,71.206696,7.1616135,74.350555,1.2935789,49.161903,5.2566195,53.78053,-1.3891724,39.99612,4.21839,43.456318,0.033672888,42.84972,2.7221348,48.899757,-3.5078676,37.059692,-0.33033398,41.725067
18,Go Down Swinging - NEFFEX.mp3,Angry,0.18906474,0.022845633,0.40190718,0.10008749,1793.7924402120116,468126.8783066941,1957.0012220692506,295128.4784525912,3787.1770994582043,2039906.659852428,0.06301851538312693,0.0016839417596423642,-1.6051052e-06,0.031246847,-0.00077139767,0.012520502,129.19921875,-119.37818,12389.548,105.10964,649.1137,-28.016855,483.72388,31.21318,306.75125,8.20141,129.48807,5.927189,59.092636,7.561871,62.249905,10.459482,93.4096,4.33823,37.27209,0.91716266,159.58093,-0.07033045,50.37275,1.0543287,42.28955,-0.3160508,31.2245,-2.758862,64.33797,-12.811208,75.05667,-6.7805343,76.578766,-10.49779,91.23649,-4.6622605,128.81837,-4.7430997,51.988953,-1.113744,98.02675
19,No Turning Back - NEFFEX.mp3,Angry,0.19602953,0.017245363,0.35588253,0.102859095,1779.4925856318757,1906860.5973483073,2062.4830940971474,828557.096898555,3610.9948314749417,7722339.811464059,0.06391873669698142,0.007044684495696372,-2.4513418e-05,0.029468702,0.00023654454,0.019008469,117.45383522727273,-177.80612,15042.267,102.21125,2403.2617,16.508883,1093.1672,24.184458,632.4596,23.831284,310.27048,0.6319176,354.45877,1.8444027,131.22046,3.4357142,164.57652,-2.9551435,146.27654,3.0942738,134.02403,-4.238981,91.87625,1.2227083,79.40499,-3.6208272,70.9086,-0.6107229,71.75858,-2.438317,60.012047,-0.35942358,67.139595,-10.226776,80.0926,-5.4590416,133.60304,-7.1040416,68.926445,-1.8023568,64.558365
20,Manifest It - NEFFEX.mp3,Angry,0.2732317,0.020561302,0.44848752,0.093664564,2144.036780781021,765850.0907176799,2319.8611309361477,320349.7889584015,4470.231302456221,3497627.4629531526,0.07458722849748452,0.001605548582235029,3.7775335e-05,0.055991348,-3.0885065e-05,0.017317865,143.5546875,-83.87625,15515.326,89.68163,1633.6796,-9.631441,650.51373,14.105885,972.7676,6.894808,694.7546,6.7039423,197.54018,10.36103,138.68217,18.669312,111.57515,-1.7674474,137.59099,3.4293754,256.75778,1.7147985,79.051384,8.771392,64.19915,6.2541027,76.791954,6.845629,67.527374,-2.6437492,48.075504,1.5028878,54.54706,-5.6722054,41.50579,0.5259243,54.505405,-2.1060092,73.47698,2.5957086,102.26293
21,It's Only Worth It if You Work for It - NEFFEX.mp3,Angry,0.2310867,0.012224155,0.3825446,0.09677853,2001.9392840101589,983527.7662866728,2346.5654964334685,426375.94767837157,4133.750003779267,5261331.699243326,0.0653529683871904,0.0020587479559794233,5.834913e-05,0.044411067,8.979512e-05,0.00964071,86.1328125,-95.516426,5290.5576,107.939354,1732.409,4.810785,695.59076,22.399195,611.666,18.102907,260.8082,-6.7991447,277.38303,-0.816844,172.71466,12.495836,141.46063,-5.889372,199.13943,7.2222095,118.6198,-5.975772,113.658134,-2.6982222,105.7858,-4.988561,85.18711,-2.2552514,84.598915,-7.9259505,64.27173,-1.0415839,52.972137,-9.135657,58.19781,-4.152336,65.23816,-9.33993,58.254402,-6.3784904,86.20454
22,Target Fuse - French Fuse.mp3,Angry,0.052699205,0.00013155593,0.3521923,0.08777227,1204.2835280554484,1258980.1042667562,1606.1041898884025,509086.2013934367,2103.628946310226,6248225.373985174,0.04651030076915635,0.0014570608666098334,-3.643508e-07,0.0022126664,-4.8189836e-06,0.000393735,129.19921875,-330.12207,11446.928,153.15802,3016.4185,49.331722,2105.0244,17.618979,308.8046,-2.0123906,306.5492,4.886946,124.258286,-14.76192,109.81674,-8.49479,73.10453,-10.121823,79.36149,-4.307155,53.797535,-11.002691,34.02069,-6.155679,31.41425,-13.012359,35.264095,-8.748595,30.68672,-11.753005,43.755722,-4.3588986,23.586983,-8.121695,33.858433,-4.2532797,37.587093,-8.391562,46.305916,-6.4958034,43.789413
23,Emergency On Level 3 - Jeremy Korpas.mp3,Angry,0.19586205,0.0025869464,0.44173586,0.07096187,2104.466354881902,71526.73595433385,2364.9548189044026,146722.7195975819,4847.037357294892,900753.9564951793,0.09002175345878483,0.0005654770701366364,2.276308e-05,0.021014197,0.00018215134,0.0066845734,151.99908088235293,-32.347614,4626.094,104.68119,178.80493,-5.0963964,937.651,32.002136,91.80476,-1.4386531,196.8838,11.960207,78.01225,-5.6408257,27.568583,3.5905724,40.941605,7.7475886,41.60809,0.83315367,24.843765,-2.8013682,21.066135,1.8338671,22.948143,-6.906334,23.033363,4.245315,19.141747,-5.316004,29.681377,6.787306,28.48282,-2.1959577,21.733963,1.1356965,20.558847,-4.2740164,26.79918,2.610912,50.549156
24,Tell Me That I Can't (Instrumental) - NEFFEX.mp3,Angry,0.29962978,0.037363656,0.6098891,0.05769734,1923.3971302880007,1507467.9757418055,2210.6504266990546,742193.8182940988,4140.258297757837,7240855.569420342,0.05339083361551858,0.0023050307729067378,-6.6079438e-06,0.061705705,0.0014468058,0.036199976,143.5546875,-97.52652,7877.175,115.1258,2099.916,5.132363,1245.8063,10.209956,244.25963,8.377563,243.63512,12.427978,113.58739,2.8307645,103.94509,11.058762,129.09996,1.3971615,85.912415,9.201807,93.17482,0.30243826,67.86626,7.9908466,58.625,2.2297494,47.662273,7.052161,49.514034,0.8191296,38.355972,5.194766,46.365406,0.93236274,44.444653,3.0832586,48.19966,-2.3963337,33.50894,-0.7678689,32.976215
25,It's Only Worth It if You Work for It (Instrumental) - NEFFEX.mp3,Angry,0.16965796,0.013928045,0.37776613,0.10345031,774.9446582845386,328241.9107053059,1027.4372706403628,267848.22840035293,1517.940821219524,1883429.3186411872,0.02768010473103715,0.0005288173760247015,-1.8413495e-05,0.035126217,-6.5043e-05,0.0030623416,172.265625,-225.79337,9075.115,148.24435,578.2226,15.981445,1992.7183,36.436943,161.47206,15.781431,99.53364,-3.3090672,212.93965,4.7730155,82.036766,10.081713,97.86402,13.240397,46.087368,7.3751006,69.32184,-2.8005538,97.50345,-1.9450742,71.128685,-2.117096,40.13948,-4.19582,53.030857,-8.636207,40.699135,-6.0336,40.29306,-5.5770283,31.248062,-8.135005,49.743767,-8.256166,49.254566,-9.115491,61.253563
26,Go Down Swinging (Instrumental) - NEFFEX.mp3,Angry,0.17421798,0.019051032,0.4217811,0.103559345,1546.294803707887,321937.95766053884,1805.1238945421883,196024.26755499572,3379.4128984858744,1279995.582259081,0.04758361249516254,0.0013974022806278648,-1.5270985e-05,0.029863434,-0.00046771477,0.008136588,92.28515625,-148.0334,7022.8267,111.309044,527.4797,-29.195633,368.28506,39.45081,297.06186,9.933142,89.50925,9.019361,99.7607,9.998102,51.537758,9.294004,64.278076,7.0793686,46.45641,-0.95392907,104.76138,0.3827354,50.93063,2.0964205,48.60188,1.6587065,36.58646,-1.7281414,64.16629,-13.436496,61.01635,-6.179789,81.83174,-11.802589,57.63707,-7.0515785,63.87689,-5.2234774,34.4127,-2.4530196,58.26886
27,Never You Mind - Dan Lebowitz.mp3,Angry,0.16282885,0.007771835,0.47022638,0.08806829,2058.34890817107,796935.3187482839,2426.541112096733,248770.23489177795,4586.605598756772,3932072.439225819,0.07419380684017028,0.003996992005741443,-1.7100981e-05,0.024786446,-1.0174455e-05,0.0047317804,89.10290948275862,-128.04504,4059.8135,94.85737,1004.1202,7.6184134,309.8565,31.437016,101.649124,8.2371235,94.995224,12.742889,80.51063,1.1381747,63.126595,11.678809,65.89096,-4.0043902,62.223625,12.779439,66.82531,3.4361577,44.5424,8.424715,40.925575,6.0861425,52.265938,5.56555,33.75979,-0.8771937,34.731148,8.406824,30.853556,2.0877044,45.898182,3.622972,31.468658,-2.201612,44.322914,3.00954,35.278393
28,"Blood, Sweat, No Tears - Jeremy Korpas.mp3",Angry,0.18322867,0.0014944476,0.5036757,0.0691066,2736.4046903545577,142962.65668673176,2442.001439220818,73794.29829277101,5438.292115391592,620461.8626007624,0.14291145631772445,0.0013379563288129276,2.4740027e-07,0.013996621,-0.00016624646,0.008677194,89.10290948275862,-20.202244,3230.9033,73.46383,225.67146,-11.447273,229.17989,50.65676,126.78731,-7.1917577,60.87451,12.974651,84.893875,-6.9316797,58.032917,4.449604,66.77897,-4.7474303,45.713108,4.2920003,42.594917,-4.421821,35.31799,8.354268,37.806732,-8.193628,36.033825,-3.7364476,30.59748,-10.850234,30.760403,1.3943342,21.260769,-3.3666396,22.21712,1.8787502,25.261065,-1.5816745,28.852346,-0.6298237,24.91007
29,Phantom - Density & Time.mp3,Angry,0.16813459,0.0017899114,0.40778437,0.0812194,797.9680972983158,131968.4992065676,1306.0076664272308,232802.8790649833,1356.5084640455689,1278991.4913467627,0.026828635956849846,2.4904241188615765e-05,-8.792906e-06,0.021134634,-9.7510376e-05,0.0017014983,80.74951171875,-189.74779,3799.6714,182.38583,1086.9857,13.17032,117.619026,10.659904,33.886448,-6.183606,33.12112,2.2735758,18.880356,-8.082337,14.663889,-5.8701944,15.422945,-13.622678,12.714859,-6.965295,13.829482,-15.906761,12.038875,-9.100646,14.014144,-15.348853,14.801817,-7.3300643,13.179264,-15.023479,12.00597,-11.122757,13.526485,-15.107642,12.914607,-8.618935,13.019056,-10.8413105,10.135917,-10.207135,10.991953
30,The Von Trapp Family Choir - Alge.mp3,Angry,0.2975601,0.009875944,0.2940642,0.090407,1024.056457076771,617109.1694907522,1464.8790884163143,721316.5870069177,1834.722239018963,4106950.799843937,0.03655760207043344,0.00044985159904941345,-0.00048473783,0.058266822,-0.0011088446,0.017773427,161.4990234375,-151.23976,4647.969,174.75139,2306.05,41.45086,559.899,-4.242221,533.392,-13.118149,188.03331,6.630241,166.14421,-4.1905355,129.93866,0.9471079,121.28834,0.19245273,86.07761,2.2747915,67.214714,-0.4100094,75.90204,4.9991097,89.773,1.4210545,67.74997,8.000865,74.06224,2.672902,82.092316,3.9733546,69.14753,3.639585,41.291775,9.70836,30.351278,1.3848877,37.056824,0.23489611,54.88829
31,Mexico - Ramzoid.mp3,Angry,0.14917792,0.018721838,0.44692606,0.09860858,1857.1717617149616,512544.2676161132,1623.6754662059068,279828.25341606955,3575.9700432650443,1635779.021373509,0.09331387262964397,0.003437401942066718,4.743207e-07,0.032896362,-0.00012209536,0.005013041,135.99917763157896,-205.25674,10106.936,85.562126,1371.6089,-45.240723,1903.7883,32.819046,726.6624,-3.4911547,361.812,5.056394,695.79926,3.2637951,165.87148,-3.5846827,192.29224,-8.2014,216.8977,-0.63270104,145.46837,5.238775,325.5846,1.409327,211.86319,-3.1697428,184.69865,-2.2999234,165.74782,-3.682441,126.22665,-3.0208094,276.53925,-4.89778,226.57837,-4.335595,108.467636,-4.807377,83.4037,6.992154,104.77728
32,Frustrated - Bad Snacks.mp3,Angry,0.29576877,0.011520135,0.45278433,0.092997365,1470.44073515202,776405.380137864,1952.2767561187454,403111.82077255874,3116.0228245029507,4528635.620851564,0.04174275590170279,0.0012214569204542316,1.1352764e-05,0.053126536,-0.00026373428,0.021041133,89.10290948275862,-103.89396,7210.6562,126.19807,2192.203,21.157024,595.6956,44.04022,190.3404,3.1582665,132.34134,12.345397,142.32944,-5.4433694,127.21319,4.9797,107.80186,-3.922832,85.76135,1.1295555,70.98087,-6.926188,63.306393,-1.1128423,68.979,-4.880695,53.703136,1.7282602,67.663,-2.1054091,53.28443,3.6279001,31.887333,-1.0603535,30.460606,1.8912834,28.935638,-3.5587313,29.948765,2.8042133,31.27078
33,Kill Kill Kill - Coyote Hearing.mp3,Angry,0.1996035,0.0062237745,0.5308106,0.07594284,2902.927356611363,1018582.6049273005,2560.95280375207,164154.83001619414,5819.931474337268,3151876.381398659,0.14853576093266255,0.012690684684293295,5.2099716e-05,0.021315718,0.00032849063,0.0110268295,135.99917763157896,-26.165314,3928.2043,67.215675,1629.7183,-13.415597,564.0116,26.49183,234.30898,1.3367561,106.326744,13.765751,94.45503,0.9432817,68.617714,7.331667,47.402653,1.370865,49.65578,7.8495703,47.298355,1.613638,38.170776,6.8741593,38.69829,-0.48674077,33.174507,5.96713,25.412472,-0.96432495,22.538694,4.9422235,21.337963,-0.97545415,24.46015,4.217566,23.613394,-1.271562,18.87644,2.603517,18.162638
34,This is Not Drum and Bass - True Cuckoo.mp3,Angry,0.122287594,0.0064823222,0.5434652,0.08091133,2361.6583044569543,2442052.1234462424,2572.2761240023133,508434.6357858914,4900.562033638496,9430560.961461859,0.08312270220588236,0.00962883076626971,-1.8571272e-06,0.0072600595,0.00014504805,0.007332485,78.30255681818181,-219.02448,14286.64,78.67549,2257.3506,39.63609,493.46768,34.04669,139.31573,12.070359,61.25638,19.083849,78.297356,7.941653,52.314503,12.183344,38.33549,0.65882766,84.3349,4.899893,49.26511,0.13300732,81.53601,2.026538,52.432396,-0.6387482,44.966164,5.445982,33.055447,3.009271,37.32967,6.88606,24.11528,2.2500498,29.593782,1.5825895,50.976067,-0.021303914,40.862785,0.95639235,41.74434
